chrom	start	end	nSites	recombRate
b'22'	21696000	21744000	109	5.472287558343227e-09
b'22'	21744000	21792000	565	4.544826187592907e-09
b'22'	21792000	21840000	696	3.779781303273891e-10
b'22'	21840000	21888000	659	7.701092174417249e-10
b'22'	21888000	21936000	399	6.843333384609359e-09
b'22'	21936000	21984000	353	6.323322358084034e-10
b'22'	21984000	22032000	507	8.629737795650133e-09
b'22'	22032000	22080000	565	8.341429741097216e-09
b'22'	22080000	22128000	460	6.440439080331039e-09
b'22'	22128000	22176000	318	7.20483135039921e-09
b'22'	22176000	22224000	360	8.906652609582643e-09
b'22'	22224000	22272000	441	7.413116932482606e-09
b'22'	22272000	22320000	463	6.363083074260089e-09
b'22'	22320000	22368000	384	7.268495997411732e-09
b'22'	22368000	22416000	504	8.589264398373025e-09
b'22'	22416000	22464000	496	2.957823358469686e-10
b'22'	22464000	22512000	378	6.971877134581432e-10
b'22'	22512000	22560000	467	8.803159260528558e-09
b'22'	22560000	22608000	432	2.199769146519048e-09
b'22'	22608000	22656000	455	7.761609833258611e-09
b'22'	22656000	22704000	384	8.397953029078922e-09
b'22'	22704000	22752000	395	9.185126774722087e-09
b'22'	22752000	22800000	505	8.734044479095083e-09
b'22'	22800000	22848000	422	9.04152837635144e-09
b'22'	22848000	22896000	431	8.904785323623314e-09
b'22'	22896000	22944000	473	8.705328527778943e-09
b'22'	22944000	22992000	659	5.338752231206402e-09
b'22'	22992000	23040000	648	2.7866848224226587e-10
b'22'	23040000	23088000	532	5.733044341928551e-09
b'22'	23088000	23136000	398	5.852558065519827e-09
b'22'	23136000	23184000	365	2.829204868728667e-09
b'22'	23184000	23232000	362	4.103726182109969e-09
b'22'	23232000	23280000	431	3.2387515302701222e-09
b'22'	23280000	23328000	462	3.743907358288354e-09
b'22'	23328000	23376000	465	5.660955634019316e-09
b'22'	23376000	23424000	455	8.63109415847768e-09
b'22'	23424000	23472000	495	8.434335589118451e-09
b'22'	23472000	23520000	383	8.842750624966675e-09
b'22'	23520000	23568000	370	8.89218243796658e-09
b'22'	23568000	23616000	484	8.614439445254917e-09
b'22'	23616000	23664000	309	2.076139557361103e-09
b'22'	23664000	23712000	374	1.375427123912075e-09
b'22'	23712000	23760000	489	6.742912823930942e-09
b'22'	23760000	23808000	183	4.088869711180079e-09
b'22'	23808000	23856000	247	7.828553536600343e-09
b'22'	23856000	23904000	415	7.532237452393409e-09
b'22'	23904000	23952000	588	5.467410184287829e-09
b'22'	23952000	24000000	999	1.4594064179100027e-11
b'22'	24000000	24048000	531	5.48676333975719e-09
b'22'	24048000	24096000	279	5.789114249789434e-10
b'22'	24096000	24144000	279	5.264258106116438e-10
b'22'	24144000	24192000	402	2.024491442667927e-09
b'22'	24192000	24240000	531	6.5577734405905985e-09
b'22'	24240000	24288000	454	1.7557997294104476e-09
b'22'	24288000	24336000	445	1.3407412898297785e-10
b'22'	24336000	24384000	455	2.3853510287651435e-11
b'22'	24384000	24432000	435	0
b'22'	24432000	24480000	421	3.475588717597545e-10
b'22'	24480000	24528000	396	5.450523915868686e-09
b'22'	24528000	24576000	340	7.767192704128326e-09
b'22'	24576000	24624000	450	7.867760845643794e-09
b'22'	24624000	24672000	412	7.089699483099628e-09
b'22'	24672000	24720000	534	8.119834438821733e-09
b'22'	24720000	24768000	531	5.578480471603492e-09
b'22'	24768000	24816000	292	6.8942052758823925e-09
b'22'	24816000	24864000	381	8.599619222249918e-09
b'22'	24864000	24912000	398	8.363816459509242e-09
b'22'	24912000	24960000	446	7.721646496067455e-09
b'22'	24960000	25008000	422	7.208805676449641e-09
b'22'	25008000	25056000	490	8.041748468587165e-09
b'22'	25056000	25104000	423	6.878721715851906e-09
b'22'	25104000	25152000	266	2.8853943305830537e-09
b'22'	25152000	25200000	279	1.65941269972645e-09
b'22'	25200000	25248000	434	8.841022116776923e-09
b'22'	25248000	25296000	509	5.74080933787664e-09
b'22'	25296000	25344000	556	7.91752337780603e-09
b'22'	25344000	25392000	403	8.497913068502072e-09
b'22'	25392000	25440000	445	8.730064456942167e-09
b'22'	25440000	25488000	569	8.08001868246763e-09
b'22'	25488000	25536000	413	8.812568186174989e-09
b'22'	25536000	25584000	445	8.788902433841847e-09
b'22'	25584000	25632000	452	2.0448679547310557e-09
b'22'	25632000	25680000	473	7.228975035367452e-10
b'22'	25680000	25728000	624	3.8000952666602454e-09
b'22'	25728000	25776000	438	8.149080645496264e-09
b'22'	25776000	25824000	880	5.508110260552373e-09
b'22'	25824000	25872000	347	8.979298974555395e-09
b'22'	25872000	25920000	550	8.256676223992895e-09
b'22'	25920000	25968000	349	9.037823493209356e-09
b'22'	25968000	26016000	515	7.015278695898933e-09
b'22'	26016000	26064000	563	7.61617211161355e-09
b'22'	26064000	26112000	837	6.687851017758965e-09
b'22'	26112000	26160000	526	8.306491574559969e-09
b'22'	26160000	26208000	459	3.934537784422024e-09
b'22'	26208000	26256000	473	4.972639041532232e-09
b'22'	26256000	26304000	251	7.856081073807593e-09
b'22'	26304000	26352000	410	8.009639711501327e-09
b'22'	26352000	26400000	439	8.733805588009142e-09
b'22'	26400000	26448000	383	8.07086245664043e-09
b'22'	26448000	26496000	297	8.357621494390436e-10
b'22'	26496000	26544000	374	8.238379997600115e-09
b'22'	26544000	26592000	556	7.670794627457695e-09
b'22'	26592000	26640000	268	6.835690250732567e-09
b'22'	26640000	26688000	384	8.53913766087023e-09
b'22'	26688000	26736000	393	7.479095405367268e-09
b'22'	26736000	26784000	476	8.407377489550307e-09
b'22'	26784000	26832000	434	8.895814825258886e-09
b'22'	26832000	26880000	493	8.511124574078622e-09
b'22'	26880000	26928000	394	7.943275629739501e-09
b'22'	26928000	26976000	392	8.781141235295413e-09
b'22'	26976000	27024000	325	9.105221158658045e-09
b'22'	27024000	27072000	420	8.803589057352252e-09
b'22'	27072000	27120000	327	8.463458898066687e-09
b'22'	27120000	27168000	466	8.716905769770457e-09
b'22'	27168000	27216000	578	8.081440981996645e-09
b'22'	27216000	27264000	360	8.421120976576909e-09
b'22'	27264000	27312000	464	8.811387539478573e-09
b'22'	27312000	27360000	402	6.951048408648961e-09
b'22'	27360000	27408000	503	8.480929362208641e-09
b'22'	27408000	27456000	389	8.633057069915054e-09
b'22'	27456000	27504000	434	7.993418247285583e-09
b'22'	27504000	27552000	393	8.350675723690807e-09
b'22'	27552000	27600000	442	8.89026992840572e-09
b'22'	27600000	27648000	486	7.775132898380049e-09
b'22'	27648000	27696000	476	8.153472513119594e-09
b'22'	27696000	27744000	521	5.4722749578740994e-09
b'22'	27744000	27792000	467	8.658526242816053e-09
b'22'	27792000	27840000	426	8.90670197580416e-09
b'22'	27840000	27888000	694	4.702432812298726e-09
b'22'	27888000	27936000	709	3.0415318996821804e-10
b'22'	27936000	27984000	442	1.056061156876796e-09
b'22'	27984000	28032000	513	2.355084945524115e-09
b'22'	28032000	28080000	356	6.531454490618731e-10
b'22'	28080000	28128000	411	4.710137804415634e-10
b'22'	28128000	28176000	368	6.472059676549081e-10
b'22'	28176000	28224000	409	6.912658381861243e-10
b'22'	28224000	28272000	244	2.6321171336896028e-09
b'22'	28272000	28320000	97	2.307708195110353e-10
b'22'	28320000	28368000	105	1.7571712596986658e-10
