chrom	start	end	nSites	recombRate
b'22'	21402000	21924000	488	2.4787172964287187e-09
b'22'	21924000	22446000	1220	7.594249711858448e-09
b'22'	22446000	22968000	1360	6.131838833292654e-09
b'22'	22968000	23490000	1483	3.718397190710396e-09
b'22'	23490000	24012000	1437	4.5441564208759825e-09
b'22'	24012000	24534000	1453	3.2623770646675525e-09
b'22'	24534000	25056000	1357	7.89965763867361e-09
b'22'	25056000	25578000	1326	7.552035033313296e-09
b'22'	25578000	26100000	1258	7.483865287064453e-09
b'22'	26100000	26622000	1287	6.137181086984766e-09
b'22'	26622000	27144000	1410	7.649241266099806e-09
b'22'	27144000	27666000	1428	8.40009476361242e-09
b'22'	27666000	28188000	1278	2.512299617965916e-09
b'22'	28188000	28710000	1161	0
b'22'	28710000	29232000	1699	7.96023031554707e-10
b'22'	29232000	29754000	1283	2.1514282234491635e-09
b'22'	29754000	30276000	1490	2.2055004612716457e-09
b'22'	30276000	30798000	1406	4.473850808805291e-09
b'22'	30798000	31320000	931	1.5642346246421144e-09
b'22'	31320000	31842000	797	5.430888090743819e-10
b'22'	31842000	32364000	1231	2.4824924315014226e-09
b'22'	32364000	32886000	1221	6.085143738621939e-09
b'22'	32886000	33408000	1382	6.104899375514452e-09
b'22'	33408000	33930000	1138	6.193878106092195e-09
b'22'	33930000	34452000	1434	4.421679947252453e-09
b'22'	34452000	34974000	1049	5.520313226079469e-11
b'22'	34974000	35496000	1237	5.773977397415096e-09
b'22'	35496000	36018000	1406	3.591101900691081e-09
b'22'	36018000	36540000	1478	6.0546964310648054e-09
b'22'	36540000	37062000	1607	4.903317884264489e-09
b'22'	37062000	37584000	1343	8.013381187786635e-09
b'22'	37584000	38106000	1476	1.7136230248818458e-09
b'22'	38106000	38628000	1354	5.190981480919467e-09
b'22'	38628000	39150000	1474	2.8513399229764563e-09
b'22'	39150000	39672000	1394	5.307536920740663e-09
b'22'	39672000	40194000	1374	2.3209884212809788e-09
b'22'	40194000	40716000	1462	1.7413682222476004e-09
b'22'	40716000	41238000	1251	1.1809887669641332e-09
b'22'	41238000	41760000	1781	0
b'22'	41760000	42282000	1610	0
b'22'	42282000	42804000	1247	7.0482121795806e-09
b'22'	42804000	43326000	1400	4.36944547922189e-09
b'22'	43326000	43848000	1239	3.87669662545682e-09
b'22'	43848000	44370000	1420	6.993190936562667e-09
b'22'	44370000	44892000	1380	8.101671811923549e-09
b'22'	44892000	45414000	1468	5.1188206763191485e-09
b'22'	45414000	45936000	1224	5.329556305270991e-09
b'22'	45936000	46458000	1029	6.666842216174311e-10
b'22'	46458000	46980000	992	5.861710212885669e-10
b'22'	46980000	47502000	1010	5.457390502113346e-10
b'22'	47502000	48024000	993	6.198594974629426e-10
b'22'	48024000	48546000	977	4.194378163798347e-10
b'22'	48546000	49068000	1032	6.302426292430822e-10
b'22'	49068000	49590000	985	5.867672133484236e-10
b'22'	49590000	50112000	1026	5.797596264213684e-10
b'22'	50112000	50634000	1029	9.139033546067762e-10
b'22'	50634000	50818468	375	1.138445440566645e-09
