start	end	rec
21700000	21800000	1.3739312359223734e-22
21800000	21900000	3.673546494207113e-11
21900000	22000000	9.334556671985272e-09
22000000	22100000	3.161014002523566e-08
22100000	22200000	8.522538882088327e-09
22200000	22300000	1.9948511715862856e-08
22300000	22400000	1.730778509027999e-08
22400000	22500000	1.875077201942031e-08
22500000	22600000	1.4655413922478536e-08
22600000	22700000	1.0343825253600932e-08
22700000	22800000	3.3646295883991186e-08
22800000	22900000	4.3607888396105965e-08
22900000	23000000	2.2607610662564925e-08
23000000	23100000	6.591500809632485e-09
23100000	23200000	3.5351933122127327e-09
23200000	23300000	4.143558857706108e-09
23300000	23400000	2.6430905002242556e-08
23400000	23500000	1.8314648718522444e-08
23500000	23600000	5.129140357412607e-08
23600000	23700000	1.2273902207740362e-08
23700000	23800000	8.736707962725574e-09
23800000	23900000	2.162897638619512e-08
23900000	24000000	3.95512047990131e-09
24000000	24100000	1.1264181282235717e-23
24100000	24200000	9.976122179942342e-10
24200000	24300000	8.013031475366568e-09
24300000	24400000	1.3501874157992203e-11
24400000	24500000	8.606438588043422e-10
24500000	24600000	7.839683629025562e-09
24600000	24700000	8.345083620157629e-09
24700000	24800000	1.0358396505395355e-08
24800000	24900000	3.2988739192158845e-08
24900000	25000000	1.5212414598432487e-08
25000000	25100000	2.0884299150206946e-08
25100000	25200000	2.576343468003374e-09
25200000	25300000	1.9965373954916013e-08
25300000	25400000	2.112376362913585e-08
25400000	25500000	1.6253711961177895e-08
25500000	25600000	4.110885431448434e-08
25600000	25700000	1.2392819176223268e-09
25700000	25800000	1.9903951514348034e-08
25800000	25900000	5.075839965449494e-08
25900000	26000000	2.6788920237884952e-08
26000000	26100000	4.611732579881572e-08
26100000	26200000	8.82159656188705e-09
26200000	26300000	6.5649054180431195e-09
26300000	26400000	3.1931049409172396e-08
26400000	26500000	1.3591779111782204e-08
26500000	26600000	1.3077773622448206e-08
26600000	26700000	1.0891422485335633e-08
26700000	26800000	3.742595252278906e-08
26800000	26900000	3.477811972088967e-08
26900000	27000000	3.4817196657546955e-08
27000000	27100000	4.366415232786754e-08
27100000	27200000	2.613743995212744e-08
27200000	27300000	4.9759834702273214e-08
27300000	27400000	2.006952808788081e-08
27400000	27500000	5.6875040628299835e-08
27500000	27600000	2.7417030226116732e-08
27600000	27700000	1.836088969235924e-08
27700000	27800000	3.587180218474041e-08
27800000	27900000	1.910782128974092e-08
27900000	28000000	5.551190044873033e-11
28000000	28100000	2.0272005655129168e-22
28100000	28200000	1.8810154056626316e-22
28200000	28300000	1.8156782899702524e-22
28300000	28400000	1.344239076825604e-22
28400000	28500000	5.433988479820918e-23
28500000	28600000	1.678372592313727e-23
28600000	28700000	3.147563081062924e-11
28700000	28800000	8.473622359129423e-10
28800000	28900000	1.5027450544955396e-09
28900000	29000000	2.02507508041736e-09
29000000	29100000	7.488233673924163e-09
29100000	29200000	3.2628206740689366e-09
29200000	29300000	1.6710449402464528e-08
29300000	29400000	9.522664608668522e-10
29400000	29500000	7.629914306420048e-09
29500000	29600000	1.1819683411393022e-09
29600000	29700000	1.502194411791326e-23
29700000	29800000	1.573564089140536e-23
29800000	29900000	1.6464513494741744e-23
29900000	30000000	1.3369249920278131e-22
30000000	30100000	2.0355035088389053e-22
30100000	30200000	6.659226761710503e-10
30200000	30300000	9.115522083766857e-09
30300000	30400000	2.9228480803791612e-09
30400000	30500000	7.540584402623547e-09
30500000	30600000	5.197372091129546e-09
30600000	30700000	1.0445586304735495e-08
30700000	30800000	2.8906713549705766e-09
30800000	30900000	6.755709232148712e-09
30900000	31000000	3.897681961789875e-11
31000000	31100000	6.675389241383924e-09
31100000	31200000	1.6104853726184e-23
31200000	31300000	1.2903394779802332e-23
31300000	31400000	2.0442496312230227e-24
31400000	31500000	3.125555076873832e-24
31500000	31600000	1.592850034579429e-23
31600000	31700000	1.592850034579431e-23
31700000	31800000	1.141095119069717e-10
31800000	31900000	1.5141167956306543e-09
31900000	32000000	7.539693429023051e-09
32000000	32100000	1.1133320532811694e-09
32100000	32200000	6.904813279940603e-09
32200000	32300000	2.1950455856990227e-08
32300000	32400000	8.618574406379176e-09
32400000	32500000	1.4685137977965578e-08
32500000	32600000	4.1516446799977503e-08
32600000	32700000	2.138992002127132e-08
32700000	32800000	6.374672666930792e-09
32800000	32900000	8.391781731084787e-09
32900000	33000000	3.6579419806213713e-10
33000000	33100000	1.02615427451133e-08
33100000	33200000	2.4235565824538356e-08
33200000	33300000	4.678936975366504e-09
33300000	33400000	1.0431088209492876e-08
33400000	33500000	1.6054030521984705e-08
33500000	33600000	9.095084119553668e-09
33600000	33700000	1.93146065588904e-08
33700000	33800000	9.931219669270585e-09
33800000	33900000	9.818020441200242e-09
33900000	34000000	1.2972646580731284e-08
34000000	34100000	7.514230016736386e-09
34100000	34200000	1.1260700134327313e-08
34200000	34300000	3.4214032918429003e-09
34300000	34400000	1.4029902847904781e-09
34400000	34500000	7.927194923917168e-09
34500000	34600000	9.888688932199204e-10
34600000	34700000	3.911753828658811e-09
34700000	34800000	1.624230136214769e-23
34800000	34900000	1.3987571065663129e-09
34900000	35000000	1.0590159639673649e-08
35000000	35100000	1.0964843517668148e-08
35100000	35200000	1.6271378059370503e-08
35200000	35300000	6.698389482261805e-09
35300000	35400000	6.169914178075942e-09
35400000	35500000	1.2837506036475097e-08
35500000	35600000	1.9925644693278016e-08
35600000	35700000	1.1776143606084273e-08
35700000	35800000	4.842948950879355e-09
35800000	35900000	2.663544616325584e-22
35900000	36000000	5.226299548418262e-22
36000000	36100000	5.245607229955653e-09
36100000	36200000	1.6871214836126185e-08
36200000	36300000	4.154955992996187e-08
36300000	36400000	8.083436722133602e-09
36400000	36500000	4.7403498070594096e-09
36500000	36600000	3.3492237566025213e-08
36600000	36700000	3.8629290626699654e-08
36700000	36800000	6.0041738548009475e-09
