start	end	rec
21700000	21800000	2.0065302709229027e-10
21800000	21900000	3.023203313077854e-10
21900000	22000000	3.0232033130778544e-10
22000000	22100000	3.0232033130778544e-10
22100000	22200000	3.0232033130778554e-10
22200000	22300000	3.023203313077855e-10
22300000	22400000	3.023203313077854e-10
22400000	22500000	3.0232033130778544e-10
22500000	22600000	3.0232033130778534e-10
22600000	22700000	3.023203313077854e-10
22700000	22800000	3.023203313077855e-10
22800000	22900000	3.0232033130778554e-10
22900000	23000000	3.023203313077856e-10
23000000	23100000	3.023203313077854e-10
23100000	23200000	3.023203313077856e-10
23200000	23300000	3.023203313077855e-10
23300000	23400000	3.023203313077853e-10
23400000	23500000	3.023203313077855e-10
23500000	23600000	3.0232033130778544e-10
23600000	23700000	3.023203313077855e-10
23700000	23800000	3.0232033130778544e-10
23800000	23900000	3.0232033130778554e-10
23900000	24000000	3.023203313077854e-10
24000000	24100000	3.023203313077854e-10
24100000	24200000	3.023203313077854e-10
24200000	24300000	3.0232033130778544e-10
24300000	24400000	3.023203313077854e-10
24400000	24500000	3.0232033130778554e-10
24500000	24600000	3.0232033130778544e-10
24600000	24700000	3.023203313077854e-10
24700000	24800000	3.0232033130778544e-10
24800000	24900000	3.023203313077855e-10
24900000	25000000	3.023203313077855e-10
25000000	25100000	3.0232033130778554e-10
25100000	25200000	3.0232033130778554e-10
25200000	25300000	3.023203313077855e-10
25300000	25400000	3.023203313077855e-10
25400000	25500000	3.0232033130778544e-10
25500000	25600000	3.023203313077854e-10
25600000	25700000	3.023203313077855e-10
25700000	25800000	3.023203313077855e-10
25800000	25900000	2.142228422759651e-10
25900000	26000000	4.6943083918678586e-11
26000000	26100000	4.694308391867857e-11
26100000	26200000	4.694308391867856e-11
26200000	26300000	4.6943083918678554e-11
26300000	26400000	4.694308391867856e-11
26400000	26500000	4.694308391867856e-11
26500000	26600000	4.694308391867858e-11
26600000	26700000	1.1600580872064869e-10
26700000	26800000	1.3697518549993967e-10
26800000	26900000	7.958992671660106e-10
26900000	27000000	8.766551798208337e-10
27000000	27100000	7.507216152031617e-10
27100000	27200000	8.623336202474588e-10
27200000	27300000	2.7047049347026084e-09
27300000	27400000	3.532929735508386e-09
27400000	27500000	2.0620276876781106e-09
27500000	27600000	1.6996414091281415e-09
27600000	27700000	1.3271690221557374e-09
27700000	27800000	3.964126446929461e-11
27800000	27900000	1.9541328872023578e-11
27900000	28000000	1.4491319089728598e-11
28000000	28100000	1.4491319089728603e-11
28100000	28200000	1.4491319089728605e-11
28200000	28300000	1.4491319089728603e-11
28300000	28400000	1.44913190897286e-11
