start	end	rec
21700000	21800000	2.644601568500949e-09
21800000	21900000	1.6648915874797968e-11
21900000	22000000	3.5861930079677607e-09
22000000	22100000	1.4751723186057402e-08
22100000	22200000	3.287699810399536e-09
22200000	22300000	8.98933573819622e-09
22300000	22400000	8.734663217630918e-09
22400000	22500000	4.335225322727216e-09
22500000	22600000	1.122152732612274e-08
22600000	22700000	4.979002811446385e-09
22700000	22800000	2.6418603911834223e-08
22800000	22900000	2.1540915578143503e-08
22900000	23000000	1.2583257062579241e-08
23000000	23100000	1.5884528362305748e-09
23100000	23200000	1.01755743367378e-09
23200000	23300000	1.7715338156603624e-09
23300000	23400000	9.71687324020735e-09
23400000	23500000	9.203434301260267e-09
23500000	23600000	2.242257369791402e-08
23600000	23700000	3.2135657073045606e-09
23700000	23800000	5.020159738775707e-09
23800000	23900000	7.249934143658638e-09
23900000	24000000	3.2177051111393987e-09
24000000	24100000	2.1648029745741458e-23
24100000	24200000	2.1648029745741464e-23
24200000	24300000	2.1648029745741502e-23
24300000	24400000	5.418763575273803e-11
24400000	24500000	1.4662480776757655e-09
24500000	24600000	5.3971236140735144e-09
24600000	24700000	3.029518227334593e-09
24700000	24800000	3.891875901077389e-09
24800000	24900000	6.699443144110124e-09
24900000	25000000	5.1691524235813175e-09
25000000	25100000	7.590234977712954e-09
25100000	25200000	2.4858459934643935e-09
25200000	25300000	6.166555408732041e-09
25300000	25400000	1.0616075400188688e-08
25400000	25500000	7.65184115230504e-09
25500000	25600000	1.4902955910472013e-08
25600000	25700000	1.5649971627367705e-09
25700000	25800000	8.045088659922615e-09
25800000	25900000	1.3046863496843842e-08
25900000	26000000	4.694632681024528e-09
26000000	26100000	1.226256558880076e-08
26100000	26200000	5.2003019637946484e-09
26200000	26300000	2.572045458676216e-09
26300000	26400000	1.4658384099920352e-08
26400000	26500000	8.313196933017218e-09
26500000	26600000	8.475823508974437e-09
26600000	26700000	6.843164261671912e-09
26700000	26800000	1.6487789733585812e-08
26800000	26900000	1.8485155376925208e-08
26900000	27000000	1.3626396344425311e-08
27000000	27100000	1.4424718545768702e-08
27100000	27200000	1.5064581595365564e-08
27200000	27300000	1.485888375757444e-08
27300000	27400000	1.2583886788396637e-08
27400000	27500000	1.3616600447781235e-08
27500000	27600000	1.7609080482707548e-08
27600000	27700000	8.033698385424185e-09
27700000	27800000	1.9695670007282423e-08
27800000	27900000	5.56891902908551e-09
27900000	28000000	3.6198648257389277e-10
28000000	28100000	6.008346161099971e-10
28100000	28200000	1.6959873403500088e-10
28200000	28300000	1.5481989089035489e-22
28300000	28400000	9.447416510690238e-23
28400000	28500000	1.6125968152012763e-23
28500000	28600000	4.802509822447899e-24
28600000	28700000	4.4247882365483525e-11
28700000	28800000	5.82877831503316e-10
28800000	28900000	2.0639022581501222e-09
28900000	29000000	8.5305547229684e-12
29000000	29100000	1.5868098623083435e-22
29100000	29200000	8.145727405895391e-10
29200000	29300000	7.285643180275753e-09
29300000	29400000	1.620909930794382e-10
29400000	29500000	3.416442012521462e-09
29500000	29600000	1.7152899090753927e-10
29600000	29700000	2.3523140366252166e-22
29700000	29800000	2.3523140366252143e-22
29800000	29900000	6.073495658784803e-23
29900000	30000000	3.327028521750335e-24
30000000	30100000	9.030022779058914e-11
30100000	30200000	7.341671688557237e-10
30200000	30300000	5.565022141834858e-09
30300000	30400000	2.203311694615028e-09
30400000	30500000	2.2293295636920693e-09
30500000	30600000	4.701902989465599e-09
30600000	30700000	4.905139053650408e-09
30700000	30800000	2.301199149020384e-09
30800000	30900000	3.0521327278972525e-09
30900000	31000000	7.546329746566698e-12
31000000	31100000	2.535560313793273e-09
31100000	31200000	1.6166817470715752e-23
31200000	31300000	1.616681747071578e-23
31300000	31400000	1.6166817470715764e-23
31400000	31500000	1.6126171245513806e-23
31500000	31600000	1.608112198632375e-23
31600000	31700000	1.6081121986323767e-23
31700000	31800000	1.6081121986323767e-23
31800000	31900000	7.122513300346972e-23
31900000	32000000	2.0965038278787603e-22
32000000	32100000	2.0965038278787584e-22
32100000	32200000	4.231103746204386e-09
32200000	32300000	5.163677692255657e-09
