start	end	rec
21700000	21800000	6.022335400060353e-09
21800000	21900000	4.908515508247468e-10
21900000	22000000	6.40721966398715e-09
22000000	22100000	2.396519739748596e-08
22100000	22200000	7.645941350513128e-09
22200000	22300000	1.0121879230400291e-08
22300000	22400000	2.985956866990849e-08
22400000	22500000	6.155138325135885e-09
22500000	22600000	1.1539962084544865e-08
22600000	22700000	2.0159661925141466e-08
22700000	22800000	3.245320222488559e-08
22800000	22900000	3.198201484409346e-08
22900000	23000000	2.177178305788749e-08
23000000	23100000	1.1060230674286684e-08
23100000	23200000	1.9613110269140753e-09
23200000	23300000	6.649781579105908e-09
23300000	23400000	2.4610759783268354e-08
23400000	23500000	2.0588986600358363e-08
23500000	23600000	4.842875151007033e-08
23600000	23700000	1.4157598673029772e-08
23700000	23800000	6.061637163033039e-09
23800000	23900000	1.0440032342896235e-08
23900000	24000000	8.679169386679205e-09
24000000	24100000	9.317772058563282e-09
24100000	24200000	1.0211022493784974e-09
24200000	24300000	6.282479702443888e-09
24300000	24400000	6.401280728078782e-11
24400000	24500000	8.007435624423503e-10
24500000	24600000	6.053203280445863e-09
24600000	24700000	6.545363171489699e-09
24700000	24800000	8.73189156463708e-09
24800000	24900000	3.0108343177337055e-08
24900000	25000000	1.0968565837481282e-08
25000000	25100000	2.0810993704600418e-08
25100000	25200000	4.336785398615249e-09
25200000	25300000	1.2168211703823922e-08
25300000	25400000	1.8654716390362717e-08
25400000	25500000	1.371498554211679e-08
25500000	25600000	4.728847657739948e-08
25600000	25700000	3.655939781606737e-09
25700000	25800000	2.178550578143563e-08
25800000	25900000	2.8789537527927055e-08
25900000	26000000	2.1081774886974148e-08
26000000	26100000	3.0218623511402266e-08
26100000	26200000	8.291478570038716e-09
26200000	26300000	1.419151201857948e-08
26300000	26400000	2.982923271994074e-08
26400000	26500000	1.2997594066524042e-08
26500000	26600000	2.300386168796944e-08
26600000	26700000	1.9509525663828156e-08
26700000	26800000	6.031335656502438e-08
26800000	26900000	4.153208009991954e-08
26900000	27000000	3.363121507850525e-08
27000000	27100000	2.554472804598245e-08
27100000	27200000	2.8075932984553293e-08
27200000	27300000	5.646442043612214e-08
27300000	27400000	2.097194902791577e-08
27400000	27500000	5.591753301263357e-08
27500000	27600000	3.187634549628122e-08
27600000	27700000	2.437358001479489e-08
27700000	27800000	5.044243871470297e-08
27800000	27900000	7.23813807577262e-09
27900000	28000000	1.5790929493240364e-09
28000000	28100000	7.338037944842217e-10
28100000	28200000	1.2480776276786824e-10
28200000	28300000	8.224618523783302e-10
28300000	28400000	3.7944042912214065e-10
28400000	28500000	3.7962260953183823e-10
28500000	28600000	3.799374293668406e-10
28600000	28700000	5.358361516283093e-10
28700000	28800000	6.971593582226015e-10
28800000	28900000	1.893046890114201e-09
28900000	29000000	2.011563468118653e-09
29000000	29100000	6.7971491971361154e-09
29100000	29200000	4.726857771614671e-09
29200000	29300000	1.3885818209164155e-08
29300000	29400000	2.1093548714536086e-09
29400000	29500000	7.920695216042899e-09
29500000	29600000	3.824075051015845e-09
29600000	29700000	1.2896468393868904e-10
29700000	29800000	2.6051487074617108e-09
29800000	29900000	1.315833938003666e-09
29900000	30000000	6.616851298169889e-11
30000000	30100000	1.1221475018376189e-09
30100000	30200000	1.592274397267548e-09
30200000	30300000	6.127486924879114e-09
30300000	30400000	1.1234638083493298e-09
30400000	30500000	5.6086773574603565e-09
30500000	30600000	3.4140364615173783e-09
30600000	30700000	4.974631722816847e-09
30700000	30800000	4.857706332685482e-09
30800000	30900000	3.6811751331242437e-09
30900000	31000000	1.8058837913353186e-10
31000000	31100000	1.6287399896779626e-08
31100000	31200000	1.1185833033442651e-11
31200000	31300000	1.0477487049997282e-11
31300000	31400000	1.0477487049997274e-11
31400000	31500000	1.0477487049997269e-11
31500000	31600000	1.0477487049997275e-11
31600000	31700000	3.9781132093580823e-10
31700000	31800000	1.1162544481929296e-11
31800000	31900000	5.6673108458474e-10
31900000	32000000	4.331651920805738e-09
32000000	32100000	3.119543773208796e-10
32100000	32200000	3.9629235417610306e-09
32200000	32300000	1.3875978321541713e-08
32300000	32400000	6.325868812470076e-09
32400000	32500000	1.6958471564563933e-08
32500000	32600000	3.113639745269736e-08
32600000	32700000	3.41530496815645e-08
32700000	32800000	8.437304270218799e-09
