start	end	rec
21700000	21800000	5.053379113925588e-24
21800000	21900000	7.751889297159947e-24
21900000	22000000	7.751889297159937e-24
22000000	22100000	4.258650489249709e-23
22100000	22200000	2.800462346058218e-22
22200000	22300000	2.80046234605822e-22
22300000	22400000	2.80046234605822e-22
22400000	22500000	2.8004623460582186e-22
22500000	22600000	1.3864356736656577e-09
22600000	22700000	1.355634127377557e-09
22700000	22800000	2.099606400366843e-09
22800000	22900000	2.0818616430142515e-09
22900000	23000000	7.908984541030397e-10
23000000	23100000	1.1702183770515603e-23
23100000	23200000	1.1702183770515615e-23
23200000	23300000	1.1702183770515604e-23
23300000	23400000	6.341720614618982e-10
23400000	23500000	1.7741714095541864e-09
23500000	23600000	1.2146188638626015e-09
23600000	23700000	4.3664779788364285e-10
23700000	23800000	2.367270015362422e-10
23800000	23900000	1.510196893344636e-23
23900000	24000000	1.5101968933446354e-23
24000000	24100000	1.5101968933446378e-23
24100000	24200000	9.341788197147118e-23
24200000	24300000	3.4708973085809623e-22
24300000	24400000	3.4708973085809656e-22
24400000	24500000	3.4703766739846726e-22
24500000	24600000	1.2581593053642298e-10
24600000	24700000	1.0011612201489584e-09
24700000	24800000	1.001161220148959e-09
24800000	24900000	1.001161220148958e-09
24900000	25000000	1.0011612201489563e-09
25000000	25100000	1.259438955341282e-09
25100000	25200000	9.774054086733703e-11
25200000	25300000	6.079117649805444e-10
25300000	25400000	1.6367272495019998e-09
25400000	25500000	1.4438225003823337e-09
25500000	25600000	1.5255676697425633e-09
25600000	25700000	1.5559841218927826e-10
25700000	25800000	7.981052792784201e-10
25800000	25900000	6.098448737474933e-12
25900000	26000000	2.9323493403450322e-24
26000000	26100000	2.9323493403450275e-24
26100000	26200000	2.7468044965215914e-10
26200000	26300000	9.293082496512347e-10
26300000	26400000	1.2755710499217509e-09
26400000	26500000	6.615574079336804e-10
26500000	26600000	1.696721811156812e-09
26600000	26700000	1.5391401771812233e-09
26700000	26800000	1.695077567594072e-09
26800000	26900000	1.5966405327948752e-09
26900000	27000000	1.4654565767456559e-09
27000000	27100000	1.0097315504577457e-09
27100000	27200000	1.2264725930786165e-09
27200000	27300000	1.453162959988021e-09
27300000	27400000	1.2963857365906936e-09
27400000	27500000	1.307099710182297e-09
27500000	27600000	1.0405198557706427e-09
