start	end	rec
21700000	21800000	4.65356585233706e-09
21800000	21900000	2.1777103306656313e-10
21900000	22000000	8.659657958893092e-09
22000000	22100000	4.348278684322453e-08
22100000	22200000	8.774528837690527e-09
22200000	22300000	2.283062127939954e-08
22300000	22400000	2.5274764882610634e-08
22400000	22500000	1.450434339190057e-08
22500000	22600000	2.1555770091840498e-08
22600000	22700000	1.5349271252270944e-08
22700000	22800000	4.526938352368431e-08
22800000	22900000	4.9040327967538845e-08
22900000	23000000	3.6450247481927265e-08
23000000	23100000	7.018787432815165e-09
23100000	23200000	4.051524652283085e-09
23200000	23300000	5.694097185096237e-09
23300000	23400000	2.3048655853284814e-08
23400000	23500000	2.6238362422086655e-08
23500000	23600000	6.795004949133146e-08
23600000	23700000	1.3598143339812413e-08
23700000	23800000	1.1077665754890055e-08
23800000	23900000	2.3052755616308375e-08
23900000	24000000	3.535721275159306e-09
24000000	24100000	1.751646860911149e-08
24100000	24200000	1.1610832516936462e-09
24200000	24300000	8.393038204527356e-09
24300000	24400000	3.939534121793025e-11
24400000	24500000	4.166550984126393e-09
24500000	24600000	9.719059130647179e-09
24600000	24700000	8.900531066110557e-09
24700000	24800000	9.22320384119083e-09
24800000	24900000	3.835853266385889e-08
24900000	25000000	1.5070085204481538e-08
25000000	25100000	3.0614964240486115e-08
25100000	25200000	2.878113232688819e-09
25200000	25300000	2.7438397527444556e-08
25300000	25400000	2.4024651724568013e-08
25400000	25500000	1.7061554237219764e-08
25500000	25600000	3.974508475558607e-08
25600000	25700000	1.682716426893463e-09
25700000	25800000	2.095100730314596e-08
25800000	25900000	6.838599837521464e-08
25900000	26000000	2.680357616404231e-08
26000000	26100000	4.47004470746988e-08
26100000	26200000	1.098757836310151e-08
26200000	26300000	8.198249660453119e-09
26300000	26400000	3.71985418582548e-08
26400000	26500000	1.987551450800119e-08
26500000	26600000	1.7808315350303026e-08
26600000	26700000	1.1944425435441628e-08
26700000	26800000	4.2891608140817684e-08
26800000	26900000	4.977368340329423e-08
26900000	27000000	5.099568115256046e-08
27000000	27100000	4.367372900006535e-08
27100000	27200000	3.456384225945478e-08
27200000	27300000	7.181497921145394e-08
27300000	27400000	2.9200280429939144e-08
27400000	27500000	7.916187156329524e-08
27500000	27600000	2.7053199114983844e-08
27600000	27700000	2.4849458322587446e-08
27700000	27800000	4.63531295743205e-08
27800000	27900000	2.137023833480004e-08
27900000	28000000	1.5315438628072023e-09
28000000	28100000	5.795512096084165e-10
28100000	28200000	1.5365764384401551e-22
28200000	28300000	1.4336440079284537e-23
28300000	28400000	1.562334312034229e-22
28400000	28500000	1.8804593042601562e-22
28500000	28600000	1.5960535225499652e-23
28600000	28700000	1.8095194743803425e-23
28700000	28800000	2.3796521953216887e-23
28800000	28900000	2.0593884276121087e-22
28900000	29000000	2.9020138895694175e-09
29000000	29100000	1.3099783923826354e-08
29100000	29200000	5.3041208216626645e-09
29200000	29300000	2.0515177088740593e-08
29300000	29400000	2.060426034290148e-09
29400000	29500000	7.2182171772364555e-09
29500000	29600000	1.2444039343195046e-09
29600000	29700000	1.7335088512386845e-22
