start	end	rec
21700000	21800000	2.4787172964287187e-09
21800000	21900000	2.4787172964287187e-09
21900000	22000000	6.366521932155313e-09
22000000	22100000	7.594249711858448e-09
22100000	22200000	7.594249711858448e-09
22200000	22300000	7.594249711858448e-09
22300000	22400000	7.594249711858448e-09
22400000	22500000	6.804547837432919e-09
22500000	22600000	6.131838833292654e-09
22600000	22700000	6.131838833292654e-09
22700000	22800000	6.131838833292654e-09
22800000	22900000	6.131838833292654e-09
22900000	23000000	5.359537507666332e-09
23000000	23100000	3.718397190710396e-09
23100000	23200000	3.718397190710396e-09
23200000	23300000	3.718397190710396e-09
23300000	23400000	3.718397190710396e-09
23400000	23500000	3.800973113726955e-09
23500000	23600000	4.5441564208759825e-09
23600000	23700000	4.5441564208759825e-09
23700000	23800000	4.5441564208759825e-09
23800000	23900000	4.5441564208759825e-09
23900000	24000000	4.5441564208759825e-09
24000000	24100000	3.4161905874125636e-09
24100000	24200000	3.262377064667552e-09
24200000	24300000	3.262377064667552e-09
24300000	24400000	3.262377064667552e-09
24400000	24500000	3.262377064667552e-09
24500000	24600000	6.3229822435115505e-09
24600000	24700000	7.89965763867361e-09
24700000	24800000	7.89965763867361e-09
24800000	24900000	7.89965763867361e-09
24900000	25000000	7.89965763867361e-09
25000000	25100000	7.746703692315072e-09
25100000	25200000	7.552035033313296e-09
25200000	25300000	7.552035033313296e-09
25300000	25400000	7.552035033313296e-09
25400000	25500000	7.552035033313296e-09
25500000	25600000	7.537037689138551e-09
25600000	25700000	7.483865287064453e-09
25700000	25800000	7.483865287064453e-09
25800000	25900000	7.483865287064453e-09
25900000	26000000	7.483865287064453e-09
26000000	26100000	0.0
26100000	26200000	0.0
26200000	26300000	6.137181086984766e-09
26300000	26400000	6.137181086984766e-09
26400000	26500000	6.137181086984766e-09
26500000	26600000	6.137181086984766e-09
26600000	26700000	7.316588026694497e-09
26700000	26800000	7.649241266099806e-09
26800000	26900000	7.649241266099806e-09
26900000	27000000	7.649241266099806e-09
27000000	27100000	7.649241266099806e-09
27100000	27200000	8.06971922470687e-09
27200000	27300000	8.40009476361242e-09
27300000	27400000	8.40009476361242e-09
27400000	27500000	8.40009476361242e-09
27500000	27600000	8.40009476361242e-09
27600000	27700000	6.398244414092609e-09
27700000	27800000	2.5122996179659166e-09
27800000	27900000	2.5122996179659166e-09
27900000	28000000	2.5122996179659166e-09
28000000	28100000	2.5122996179659166e-09
28100000	28200000	2.210823663810006e-09
28200000	28300000	0.0
28300000	28400000	0.0
28400000	28500000	0.0
28500000	28600000	0.0
28600000	28700000	0.0
28700000	28800000	7.164207283992363e-10
28800000	28900000	7.96023031554707e-10
28900000	29000000	7.96023031554707e-10
29000000	29100000	7.96023031554707e-10
29100000	29200000	7.96023031554707e-10
29200000	29300000	1.7176985620429374e-09
29300000	29400000	2.1514282234491635e-09
29400000	29500000	2.1514282234491635e-09
29500000	29600000	2.1514282234491635e-09
29600000	29700000	2.1514282234491635e-09
29700000	29800000	2.176301452847505e-09
29800000	29900000	2.2055004612716453e-09
29900000	30000000	2.2055004612716453e-09
30000000	30100000	2.2055004612716453e-09
30100000	30200000	2.2055004612716453e-09
30200000	30300000	2.7499045446797207e-09
30300000	30400000	4.473850808805291e-09
30400000	30500000	4.473850808805291e-09
30500000	30600000	4.473850808805291e-09
30600000	30700000	4.473850808805291e-09
30700000	30800000	4.415658485122027e-09
30800000	30900000	1.5642346246421142e-09
30900000	31000000	1.5642346246421142e-09
31000000	31100000	1.5642346246421142e-09
31100000	31200000	1.5642346246421142e-09
31200000	31300000	1.5642346246421142e-09
31300000	31400000	7.473179721879282e-10
31400000	31500000	5.430888090743818e-10
31500000	31600000	5.430888090743818e-10
31600000	31700000	5.430888090743818e-10
31700000	31800000	5.430888090743818e-10
31800000	31900000	1.6679429100820653e-09
31900000	32000000	2.4824924315014218e-09
32000000	32100000	2.4824924315014218e-09
32100000	32200000	2.4824924315014218e-09
32200000	32300000	2.4824924315014218e-09
32300000	32400000	3.779446902064808e-09
32400000	32500000	6.0851437386219395e-09
32500000	32600000	6.0851437386219395e-09
32600000	32700000	6.0851437386219395e-09
32700000	32800000	6.0851437386219395e-09
32800000	32900000	6.087909527786892e-09
32900000	33000000	6.104899375514452e-09
33000000	33100000	6.104899375514452e-09
33100000	33200000	6.104899375514452e-09
33200000	33300000	6.104899375514452e-09
33300000	33400000	6.104899375514452e-09
33400000	33500000	6.186759807645975e-09
33500000	33600000	6.193878106092195e-09
33600000	33700000	6.193878106092195e-09
33700000	33800000	6.193878106092195e-09
33800000	33900000	6.193878106092195e-09
33900000	34000000	4.953339394904375e-09
34000000	34100000	4.421679947252453e-09
34100000	34200000	4.421679947252453e-09
34200000	34300000	4.421679947252453e-09
34300000	34400000	4.421679947252453e-09
34400000	34500000	2.325771076056457e-09
34500000	34600000	5.5203132260794685e-11
34600000	34700000	5.5203132260794685e-11
34700000	34800000	5.5203132260794685e-11
34800000	34900000	5.5203132260794685e-11
34900000	35000000	1.5420844412009129e-09
35000000	35100000	5.773977397415096e-09
35100000	35200000	5.773977397415096e-09
35200000	35300000	5.773977397415096e-09
35300000	35400000	5.773977397415096e-09
35400000	35500000	5.686662377546135e-09
35500000	35600000	3.591101900691081e-09
35600000	35700000	3.591101900691081e-09
35700000	35800000	3.591101900691081e-09
35800000	35900000	3.591101900691081e-09
35900000	36000000	3.591101900691081e-09
36000000	36100000	5.611249415597534e-09
36100000	36200000	6.054696431064805e-09
36200000	36300000	6.054696431064805e-09
36300000	36400000	6.054696431064805e-09
36400000	36500000	6.054696431064805e-09
36500000	36600000	5.3638693029846155e-09
36600000	36700000	4.903317884264489e-09
36700000	36800000	4.903317884264489e-09
36800000	36900000	4.903317884264489e-09
36900000	37000000	4.903317884264489e-09
37000000	37100000	6.085141939602904e-09
37100000	37200000	8.013381187786635e-09
37200000	37300000	8.013381187786635e-09
37300000	37400000	8.013381187786635e-09
37400000	37500000	8.013381187786635e-09
37500000	37600000	7.005419881721868e-09
37600000	37700000	1.7136230248818456e-09
37700000	37800000	1.7136230248818456e-09
37800000	37900000	1.7136230248818456e-09
37900000	38000000	1.7136230248818456e-09
38000000	38100000	1.7136230248818456e-09
38100000	38200000	4.982339973557209e-09
38200000	38300000	5.190981480919467e-09
38300000	38400000	5.190981480919467e-09
38400000	38500000	5.190981480919467e-09
38500000	38600000	5.190981480919467e-09
38600000	38700000	3.506439559200499e-09
38700000	38800000	2.8513399229764563e-09
38800000	38900000	2.8513399229764563e-09
38900000	39000000	2.8513399229764563e-09
39000000	39100000	2.8513399229764563e-09
39100000	39200000	4.079438421858559e-09
39200000	39300000	5.307536920740663e-09
39300000	39400000	5.307536920740663e-09
39400000	39500000	5.307536920740663e-09
39500000	39600000	5.307536920740663e-09
39600000	39700000	4.471303340891951e-09
39700000	39800000	2.3209884212809788e-09
39800000	39900000	2.3209884212809788e-09
39900000	40000000	2.3209884212809788e-09
40000000	40100000	2.3209884212809788e-09
40100000	40200000	2.2862112093389763e-09
40200000	40300000	1.7413682222476002e-09
40300000	40400000	1.7413682222476002e-09
40400000	40500000	1.7413682222476002e-09
40500000	40600000	1.7413682222476002e-09
40600000	40700000	1.7413682222476002e-09
40700000	40800000	1.2706494798094878e-09
40800000	40900000	1.1809887669641332e-09
40900000	41000000	1.1809887669641332e-09
41000000	41100000	1.1809887669641332e-09
41100000	41200000	1.1809887669641332e-09
41200000	41300000	4.487757314463706e-10
41300000	41400000	0.0
41400000	41500000	0.0
41500000	41600000	0.0
41600000	41700000	0.0
41700000	41800000	0.0
41800000	41900000	0.0
41900000	42000000	0.0
42000000	42100000	0.0
42100000	42200000	0.0
42200000	42300000	1.268678192324508e-09
42300000	42400000	7.0482121795806e-09
42400000	42500000	7.0482121795806e-09
42500000	42600000	7.0482121795806e-09
42600000	42700000	7.0482121795806e-09
42700000	42800000	7.0482121795806e-09
42800000	42900000	4.476596147236239e-09
42900000	43000000	4.36944547922189e-09
43000000	43100000	4.36944547922189e-09
43100000	43200000	4.36944547922189e-09
43200000	43300000	4.36944547922189e-09
43300000	43400000	4.004811327435738e-09
43400000	43500000	3.876696625456821e-09
43500000	43600000	3.876696625456821e-09
43600000	43700000	3.876696625456821e-09
43700000	43800000	3.876696625456821e-09
43800000	43900000	5.49727366723186e-09
43900000	44000000	6.9931909365626675e-09
44000000	44100000	6.9931909365626675e-09
44100000	44200000	6.9931909365626675e-09
44200000	44300000	6.9931909365626675e-09
44300000	44400000	7.325735199170932e-09
44400000	44500000	8.101671811923549e-09
44500000	44600000	8.101671811923549e-09
44600000	44700000	8.101671811923549e-09
44700000	44800000	8.101671811923549e-09
44800000	44900000	7.863043721075197e-09
44900000	45000000	5.118820676319149e-09
45000000	45100000	5.118820676319149e-09
45100000	45200000	5.118820676319149e-09
45200000	45300000	5.118820676319149e-09
45300000	45400000	5.118820676319149e-09
45400000	45500000	5.300053317217734e-09
45500000	45600000	5.329556305270991e-09
45600000	45700000	5.329556305270991e-09
