start	end	rec
21700000	21800000	4.6195613461418064e-09
21800000	21900000	1.3420436826561064e-09
21900000	22000000	4.147877538951424e-09
22000000	22100000	8.053490186400913e-09
22100000	22200000	7.399238616984146e-09
22200000	22300000	7.47755601468431e-09
22300000	22400000	7.510059301089016e-09
22400000	22500000	1.7672454017911602e-09
22500000	22600000	5.189086629276305e-09
22600000	22700000	7.596653584480383e-09
22700000	22800000	4.744778973029759e-09
22800000	22900000	4.622510096450349e-09
22900000	23000000	6.4152391017811895e-09
23000000	23100000	3.56563564488499e-09
23100000	23200000	4.1215354297144936e-09
23200000	23300000	3.6165745844625197e-09
23300000	23400000	5.8370153626846546e-09
23400000	23500000	8.595913855802169e-09
23500000	23600000	8.793418317698867e-09
23600000	23700000	2.870011063382463e-09
23700000	23800000	5.0371972948283335e-09
23800000	23900000	7.398999753515671e-09
23900000	24000000	2.925646386553895e-09
24000000	24100000	2.9893451641435857e-10
24100000	24200000	1.728005124396976e-09
24200000	24300000	3.4819821418312112e-09
24300000	24400000	5.971637137194472e-11
24400000	24500000	1.2569330416184194e-09
24500000	24600000	7.142661797379338e-09
24600000	24700000	7.564871997712416e-09
24700000	24800000	6.507783202416389e-09
24800000	24900000	8.24186399624447e-09
24900000	25000000	7.593570563833345e-09
25000000	25100000	7.46338127401265e-09
25100000	25200000	1.6601381473139417e-09
25200000	25300000	3.072289417293029e-09
25300000	25400000	8.261113715671021e-09
25400000	25500000	8.427942932702329e-09
25500000	25600000	7.718376588024052e-09
25600000	25700000	1.7613676005436247e-09
25700000	25800000	6.2975318470356445e-09
25800000	25900000	7.943879313037168e-09
25900000	26000000	8.234379704226727e-09
26000000	26100000	7.185833571311561e-09
26100000	26200000	6.363473191688671e-09
26200000	26300000	6.158305435164575e-09
26300000	26400000	4.1588703044729405e-09
26400000	26500000	7.307010316347455e-10
26500000	26600000	7.85372384018235e-09
26600000	26700000	7.730553626154809e-09
26700000	26800000	8.151345912957785e-09
26800000	26900000	8.520655665588481e-09
26900000	27000000	8.624318047346788e-09
27000000	27100000	8.780744317065685e-09
27100000	27200000	8.462867663342084e-09
27200000	27300000	8.507268140088666e-09
27300000	27400000	7.786241485772388e-09
27400000	27500000	8.339445771341574e-09
27500000	27600000	4.328061077263011e-09
27600000	27700000	4.132557804612369e-09
27700000	27800000	7.276429736080641e-09
27800000	27900000	5.856346923021238e-09
27900000	28000000	9.932180949732789e-10
28000000	28100000	1.1613397542057284e-09
28100000	28200000	6.084465241626634e-10
28200000	28300000	1.493935854798769e-09
28300000	28400000	1.3303995152058482e-10
28400000	28500000	1.6027703471144408e-10
28500000	28600000	2.4482313885770056e-10
28600000	28700000	5.297350321187288e-10
28700000	28800000	4.2582113006754757e-10
