start	end	rec
21700000	21800000	3.4266045413579705e-09
21800000	21900000	1.6893944130449218e-09
21900000	22000000	5.781808076329177e-09
22000000	22100000	7.947699740755068e-09
22100000	22200000	5.1754869394938315e-09
22200000	22300000	5.1772085571256706e-09
22300000	22400000	1.1430521327989123e-09
22400000	22500000	6.195443814745056e-11
22500000	22600000	6.177646223187182e-09
22600000	22700000	7.468707564809078e-09
22700000	22800000	9.17631315737658e-09
22800000	22900000	9.184870125605132e-09
22900000	23000000	6.218720852711796e-09
23000000	23100000	3.985104823742366e-09
23100000	23200000	4.498884802928794e-09
23200000	23300000	2.2539257211801074e-09
23300000	23400000	5.6578444004040704e-09
23400000	23500000	9.018639793336672e-09
23500000	23600000	8.923558766029912e-09
23600000	23700000	3.772028550200717e-09
23700000	23800000	1.868356988150435e-09
23800000	23900000	3.386414324299215e-09
23900000	24000000	4.5104252653591875e-09
24000000	24100000	2.013191107205106e-09
24100000	24200000	7.85008695671451e-10
24200000	24300000	2.9563468541909807e-09
24300000	24400000	1.3345098449033158e-09
24400000	24500000	2.9314236786043243e-09
24500000	24600000	7.481380225995132e-09
24600000	24700000	8.252227920076601e-09
24700000	24800000	6.011639758102842e-09
24800000	24900000	8.16661522358689e-09
24900000	25000000	8.239447813136807e-09
25000000	25100000	8.56231264823306e-09
25100000	25200000	2.2619980645654144e-09
25200000	25300000	3.5511791771296574e-09
25300000	25400000	8.520665538832785e-09
25400000	25500000	8.44817340360217e-09
25500000	25600000	8.091810815966624e-09
25600000	25700000	1.4622019633955924e-09
25700000	25800000	7.0544246527403695e-09
25800000	25900000	7.076853991807699e-09
25900000	26000000	8.44151092453753e-09
26000000	26100000	4.9092350464432276e-09
26100000	26200000	4.639212343905622e-09
26200000	26300000	4.312515679393002e-09
26300000	26400000	8.666179498494348e-09
26400000	26500000	3.939087185526928e-09
26500000	26600000	3.69771391978232e-09
26600000	26700000	2.8631397431806494e-09
26700000	26800000	8.824115829146692e-09
26800000	26900000	9.043777239037811e-09
