start	end	rec
21700000	21800000	4.3374944437616154e-09
21800000	21900000	4.3374944437616154e-09
21900000	22000000	4.3374944437616154e-09
22000000	22100000	4.3374944437616154e-09
22100000	22200000	4.710117807782016e-09
22200000	22300000	8.477754043988281e-09
22300000	22400000	8.477754043988281e-09
22400000	22500000	8.477754043988281e-09
22500000	22600000	8.477754043988281e-09
22600000	22700000	8.477754043988281e-09
22700000	22800000	8.11995298679704e-09
22800000	22900000	7.583251401010178e-09
22900000	23000000	7.583251401010178e-09
23000000	23100000	7.583251401010178e-09
23100000	23200000	7.583251401010178e-09
23200000	23300000	7.583251401010178e-09
23300000	23400000	7.058082285849314e-09
23400000	23500000	6.8435765909244545e-09
23500000	23600000	6.8435765909244545e-09
23600000	23700000	6.8435765909244545e-09
23700000	23800000	6.8435765909244545e-09
23800000	23900000	6.748331698831905e-09
23900000	24000000	2.0813319862970034e-09
24000000	24100000	2.0813319862970034e-09
24100000	24200000	2.0813319862970034e-09
24200000	24300000	2.0813319862970034e-09
24300000	24400000	2.0813319862970034e-09
24400000	24500000	3.616700917111219e-09
24500000	24600000	6.733965109976446e-09
24600000	24700000	6.733965109976446e-09
24700000	24800000	6.733965109976446e-09
24800000	24900000	6.733965109976446e-09
24900000	25000000	6.733965109976446e-09
25000000	25100000	8.112048191233109e-09
25100000	25200000	8.887219924439982e-09
25200000	25300000	8.887219924439982e-09
25300000	25400000	8.887219924439982e-09
25400000	25500000	8.887219924439982e-09
25500000	25600000	8.887219924439982e-09
25600000	25700000	7.012146357360944e-09
25700000	25800000	6.9134582748831e-09
25800000	25900000	6.9134582748831e-09
25900000	26000000	6.9134582748831e-09
26000000	26100000	6.9134582748831e-09
26100000	26200000	6.619160625304011e-09
26200000	26300000	5.781544238040453e-09
26300000	26400000	5.781544238040453e-09
26400000	26500000	5.781544238040453e-09
26500000	26600000	5.781544238040453e-09
26600000	26700000	5.781544238040453e-09
26700000	26800000	7.649090838074558e-09
26800000	26900000	9.057941781959936e-09
26900000	27000000	9.057941781959936e-09
27000000	27100000	9.057941781959936e-09
27100000	27200000	9.057941781959936e-09
27200000	27300000	9.057941781959936e-09
27300000	27400000	8.997754180894556e-09
27400000	27500000	8.989546780749278e-09
27500000	27600000	8.989546780749278e-09
27600000	27700000	8.989546780749278e-09
27700000	27800000	8.989546780749278e-09
27800000	27900000	7.367292109062298e-09
27900000	28000000	4.5136429818622665e-10
28000000	28100000	4.5136429818622665e-10
28100000	28200000	4.5136429818622665e-10
28200000	28300000	4.5136429818622665e-10
28300000	28400000	4.5136429818622665e-10
28400000	28500000	6.590386712123123e-10
28500000	28600000	8.667130442383981e-10
28600000	28700000	8.667130442383981e-10
28700000	28800000	8.667130442383981e-10
28800000	28900000	8.667130442383981e-10
28900000	29000000	8.667130442383981e-10
29000000	29100000	2.1126500311492923e-09
29100000	29200000	2.404906855239502e-09
29200000	29300000	2.404906855239502e-09
29300000	29400000	2.404906855239502e-09
29400000	29500000	2.404906855239502e-09
29500000	29600000	2.154279671638905e-09
29600000	29700000	3.1634699190119283e-10
29700000	29800000	3.1634699190119283e-10
29800000	29900000	3.1634699190119283e-10
29900000	30000000	3.1634699190119283e-10
30000000	30100000	3.1634699190119283e-10
30100000	30200000	1.047709072276273e-09
30200000	30300000	2.0171890392851e-09
30300000	30400000	2.0171890392851e-09
30400000	30500000	2.0171890392851e-09
30500000	30600000	2.0171890392851e-09
30600000	30700000	2.0171890392851e-09
30700000	30800000	1.5357758057485934e-09
30800000	30900000	1.366630615587118e-09
30900000	31000000	1.366630615587118e-09
31000000	31100000	1.366630615587118e-09
31100000	31200000	1.366630615587118e-09
31200000	31300000	1.3088757266831513e-09
31300000	31400000	2.115328375077832e-10
31400000	31500000	2.115328375077832e-10
31500000	31600000	2.115328375077832e-10
31600000	31700000	2.115328375077832e-10
31700000	31800000	2.115328375077832e-10
31800000	31900000	7.031740064709668e-10
31900000	32000000	1.5772027512944046e-09
32000000	32100000	1.5772027512944046e-09
32100000	32200000	1.5772027512944046e-09
32200000	32300000	1.5772027512944046e-09
32300000	32400000	1.5772027512944046e-09
32400000	32500000	4.081784341816007e-09
32500000	32600000	5.315384229684855e-09
32600000	32700000	5.315384229684855e-09
32700000	32800000	5.315384229684855e-09
32800000	32900000	5.315384229684855e-09
32900000	33000000	5.315384229684855e-09
33000000	33100000	5.809201291672471e-09
33100000	33200000	5.819279190896708e-09
33200000	33300000	5.819279190896708e-09
33300000	33400000	5.819279190896708e-09
33400000	33500000	5.819279190896708e-09
33500000	33600000	5.649340728276227e-09
33600000	33700000	5.233284492205394e-09
33700000	33800000	5.233284492205394e-09
33800000	33900000	5.233284492205394e-09
33900000	34000000	5.233284492205394e-09
34000000	34100000	5.233284492205394e-09
34100000	34200000	3.050987676341331e-09
34200000	34300000	1.596123132431955e-09
34300000	34400000	1.596123132431955e-09
34400000	34500000	1.596123132431955e-09
34500000	34600000	1.596123132431955e-09
34600000	34700000	1.596123132431955e-09
34700000	34800000	3.388877931356246e-09
34800000	34900000	3.566183351030077e-09
34900000	35000000	3.566183351030077e-09
35000000	35100000	3.566183351030077e-09
35100000	35200000	3.566183351030077e-09
35200000	35300000	4.1588391755301655e-09
35300000	35400000	6.260073462394117e-09
35400000	35500000	6.260073462394117e-09
35500000	35600000	6.260073462394117e-09
35600000	35700000	6.260073462394117e-09
35700000	35800000	6.260073462394117e-09
35800000	35900000	6.571378421707059e-09
35900000	36000000	6.847441310154386e-09
36000000	36100000	6.847441310154386e-09
36100000	36200000	6.847441310154386e-09
36200000	36300000	6.847441310154386e-09
36300000	36400000	6.847441310154386e-09
36400000	36500000	8.491593101257995e-09
36500000	36600000	8.804764870992015e-09
36600000	36700000	8.804764870992015e-09
36700000	36800000	8.804764870992015e-09
36800000	36900000	8.804764870992015e-09
36900000	37000000	8.719255498349155e-09
37000000	37100000	8.234702386706283e-09
37100000	37200000	8.234702386706283e-09
37200000	37300000	8.234702386706283e-09
37300000	37400000	8.234702386706283e-09
37400000	37500000	8.234702386706283e-09
37500000	37600000	5.328760703019765e-09
37600000	37700000	1.9174378569529838e-09
37700000	37800000	1.9174378569529838e-09
37800000	37900000	1.9174378569529838e-09
37900000	38000000	1.9174378569529838e-09
38000000	38100000	1.9174378569529838e-09
38100000	38200000	3.5009602995718993e-09
38200000	38300000	3.9739605097048225e-09
38300000	38400000	3.9739605097048225e-09
38400000	38500000	3.9739605097048225e-09
38500000	38600000	3.9739605097048225e-09
38600000	38700000	4.3179416554350595e-09
38700000	38800000	8.273724831332794e-09
38800000	38900000	8.273724831332794e-09
38900000	39000000	8.273724831332794e-09
39000000	39100000	8.273724831332794e-09
39100000	39200000	8.273724831332794e-09
39200000	39300000	6.290861094813674e-09
39300000	39400000	3.189458840258127e-09
39400000	39500000	3.189458840258127e-09
39500000	39600000	3.189458840258127e-09
39600000	39700000	3.189458840258127e-09
39700000	39800000	3.189458840258127e-09
39800000	39900000	3.304505041628552e-09
39900000	40000000	3.353810556501591e-09
40000000	40100000	3.353810556501591e-09
40100000	40200000	3.353810556501591e-09
40200000	40300000	3.353810556501591e-09
40300000	40400000	3.337256716075521e-09
40400000	40500000	1.698426513894655e-09
40500000	40600000	1.698426513894655e-09
40600000	40700000	1.698426513894655e-09
40700000	40800000	1.698426513894655e-09
40800000	40900000	1.698426513894655e-09
40900000	41000000	1.4134922504856943e-09
